comment_er,level,comment_time,caption,content,support,object,feedback
龍戰於野,力荐,2021-10-20 00:21:29,韩版大逃杀,第一集，孔刘引负债累累急需夺回女儿抚养权的男主入坑，玩了一二三木头人谁动谁死的游戏，被巴基斯坦阿三救了条狗命；第二集，虽然过半投票退出，不过现实像个地狱，逼得他们不得不继续回到这场游戏；第三集，男主舔狗舔出雨伞饼干闯过第二关；第四集，拔河比赛高材生下令往前,,,0回应
名字里有范儿,还行,2021-10-19 23:43:32,“赚钱有多容易，竟然让你做出这种事”——“钱，你也赚过，那会容易吗？”,资Ben于人性的浇灌，让一切美好的幻象可望而不可即，所产生的希望与奢望滋生也好、激发也罢，让“平等”价值包裹下一切“应然”欲望合理化，让眼高而手低更为两极，一切的一切最现实的转化不过物超所需，拍脑门的消费欲与心安理得，和负债累累下不敢停歇地剩余价值产出再投入,,,0回应
张星翰,还行,2021-10-19 22:34:12,不要温和地走进那个良夜,不要温和地走进那个良夜，老年应当在日暮时燃烧咆哮；怒斥，怒斥光明的消逝。虽然智慧的人临终时懂得黑暗有理，因为他们的话没有迸发出闪电，他们也并不温和地走进那个良夜。善良的人，当最后一浪过去，高呼他们脆弱的善行可能曾会多么光辉地在绿色的海湾里舞蹈，怒斥，,,1,0回应
相信未来,推荐,2021-10-19 22:24:11,探讨人性的真人版绝地求生,1，本剧是一部比较血腥、恐怖、本格的剧情很精彩、连贯、又引人思考的9集连续剧。2，我个人觉得最感人的是第六集。有两个地方：（1）姜晓新认识的女同伴因为没有活下去的希望（或者说没有出去的理由）而故意输游戏，主动把生还的希望给了姜晓。这一段看哭了。（2）老爷爷看,,,0回应
洛格拉,较差,2021-10-19 22:15:04,.,"套劇一開始覺得普通,最後覺得老土,對主角如何虧待老母同個女講得較多,對主角及其他角色如何變得咁落魄很少提,呢套劇本來應該以殘酷游戲/人性為重點?游戲其實普通,鬥智稱不上,恐怖也不及.人性?除咗姜曉,其他人我都只覺得活該,抵死,每個人都係自己攞黎,特別主角,明",1,,0回应
仿生仓鼠电子羊,暂无评价,2021-10-19 20:33:09,人性本就不是非黑即白 有钱人的一场残忍狂欢,很少看韩剧，这应该是我认真看的第一部韩剧。虽然好多人说高开低走，但还是我很喜欢的一部剧。人性，我总是喜欢看关于人性的剧，好像这样就可以剖开自己，然后告诉自己，其实你也不过如此，你自诩善良，你对别人好，但这都是你觉得理所应当要获得报酬的东西。善良在生存面前不,,,0回应
zxy,还行,2021-10-19 15:39:02,最后一集男主是怎么了,跟风看了这部剧，和大部分人的感受一样，前面觉得很好看，剧情紧凑，画面颜色鲜艳，给人很强的视觉冲击力。然而我看的韩剧好像都会这样，每次看到最后结尾就觉得不能理解结局了。男主前面看起来性格上好像不是很有担当的那种人，会把妈妈的保险领出去赌博，把女儿生日搞砸，然,,,0回应
星空,力荐,2021-10-19 13:11:47,人性的光辉与黑暗,最近这部《鱿鱼游戏》非常火爆，观看之后发现确实有它的过人之处。大逃杀类型的作品本身就仍然非常火爆，各种延伸的影视剧和游戏一浪高过一浪，这部剧仍然能够突出重围做到了以下几点。1、创意：利用简单易懂的小孩子玩得游戏加上血腥的杀戮形成极大的反差，让你不停地想知道,,,0回应
文渣·DRIVE,力荐,2021-10-19 04:31:56,鱿鱼游戏——————或许你能逃得过,鱿鱼游戏——————或许你能逃得过几年前韩国人用《寄生虫》告诉世界，有钱人是什么。今年，韩国人再次带着无限的热情和诚意，告诉世界，如何成为有钱人：《鱿鱼游戏》—————我们谁也逃不过。男主的身世背景，故事线路并不复杂，这个谁都能看懂。难点在围绕男主出现的,1,,4回应
lulu,还行,2021-10-19 10:01:50,商业浮世绘,看完了鱿鱼游戏主要剧情（剧透警告）：一个老头闲得无聊想搞点事情让自己乐呵但是自己太有钱一般的事情满足不了就想玩刺激的杀人游戏找了几个志同道合的上流社会基友，观众有了需要玩家，就把目标放在了社会上的赌博和破产的落魄人群，使用金钱攻击，成功俘获为了金钱,,,0回应
扶舟先生,推荐,2021-10-19 09:46:03,可以置换但不影响设定和剧情发展的几个地方,一、6个游戏的顺序问题。第一个为“一二三木头人”，这个没问题，一开始的目的就是要死很多人，扣糖饼的位置靠前靠后一位都是可以的。玻璃桥那关，人已经基本上崩溃了，按照一般人性逻辑，后来的基本上就是“鬣狗掏肛”，任人宰割了，完全失去自我意识。二、第六关存在的必,,,0回应
juan,暂无评价,2021-10-19 02:19:37,结局烂尾,主角真的是得了便宜还卖乖，他一个人得到那么多钱，把那两个临终前托付他的事办好了，把自己赌债还了，过上好日子。最后一集他一个人能改变什么，那些人拥有无限的财产与权利，岂是他能动摇的。善良愚蠢的有些过头的，主角光环太严重了，就他这样能生存到最后纯粹是运,,,0回应
Kuroko+,还行,2021-10-19 01:11:52,人气与内容严重不符的商业片制作,花了我人生宝贵的时间看了鱿鱼游戏她到底花了多少钱营销啊。就这？就这？就这？作为一个合格的商业大逃杀作品，看个乐呵就可以了，非得拿配不上的内容去冲高水平的流量，看了看剧情，是隔壁樱花国玩10多年玩剩下的。实在是没什么内容心意的拼贴怪，换汤不换药。剧情的猎奇,1,,0回应
王不曰,暂无评价,2021-10-18 17:03:12,儿童游戏成人规则,看完《鱿鱼游戏》，该剧给我的第一印象就是短小精悍。在快速的生活节奏下，相比动辄2小时的电影，这更贴心。该剧挺简单。情节简单，讲的就是一出游戏闯关。游戏简单，主人公儿时玩过的游戏，有些我们也玩过。规则简单，胜一局进下一局，最终胜利者获得高额奖金。该剧不简单。,,,0回应
曼佳,推荐,2021-10-17 23:08:20,韩剧《鱿鱼游戏》：在游戏中运气和实力的双重博弈,文/曼佳最近很热门的韩剧《鱿鱼游戏》一口气看完了，剧情大概是：一群在现实生活中负债累累已经无法喘息的人，获得一个机会，进入一个神奇的地方，据说玩赢了游戏可以获得大额奖金，这笔奖金不仅仅能轻松还掉以前的所有的债务，还能剩余非常大的数量能让人过上非常富裕的生活,,,0回应
美少女珊,还行,2021-10-18 15:42:45,探究男主巨婴视角以及对北美病夫们的讽刺,网飞最近爆火的《鱿鱼游戏》看了有点停不下来，大逃杀类网剧。“一二三木头人”那里将童年.游戏.娃娃跟紧张刺激血腥等暗黑因素结合一起，感官上非常舒适，但是后面有些高开低走，主要是男主塑造的太过膈应，又当又立。但剧中还是有两个配角塑造的挺好。第一个是韩大妈，虽然是,,,0回应
DDDougunut🍩,暂无评价,2021-10-18 15:42:24,《鱿鱼游戏》观后感 剧透较多,我总是把它叫成鲸鱼游戏。。。记错鱼名了，估计觉得鲸鱼比鱿鱼杀伤力大吧。男主赌徒的心理是他参与这个游戏不可缺少的要素。同样，其他的454名人员也是或有着相同心理、或由于社会因素，在各自的生命中走投无路又不想认输的人。而剧中大boss则是站在用钱堆砌的视角，用人性的,,,0回应
riverpassing,推荐,2021-10-15 20:58:43,不过是《地球OL》的限制级DLC罢了,Netfilx最近又疯了。不过感觉Netflix在大肆扩张的今天，也没有想到一部韩剧能火成这样。短短几天，鱿鱼游戏的收视率已经超越了Netflix一众台柱，从《纸牌屋（可惜下木大人GG后烂尾》到《王冠（话说下一季都该写到现代了，皇室不会发飙吗。）》，甚至在美帝本土都登上了榜首。,2,,0回应
Sun,还行,2021-10-16 12:26:19,被吵起来的“鱿鱼” 与资本的游戏,主题：人性对象：456名穷困潦倒，负债累累的三教九流方式：6场游戏1.123木头人2.抠糖饼3.拔河4.猜玻璃球5.玻璃桥6.鱿鱼游戏分集：1.123木头人2.地狱3.撑伞的男人4.即使被困住也要选边站5.平等的世界6.钢布7.贵宾们8.代表人物9.幸运之日主线,,,0回应
糊胡涂,力荐,2021-10-16 20:43:30,鱿鱼游戏——人生为什么总是那么无趣,“无论穷人还是富人的共同点就是，人生毫无乐趣可言”垂死之际的韩一男说的这句话着实把我治郁了。鱿鱼游戏自从9月17日在网飞上线后在全球范围内火爆播出，当我跟风一起看这部剧的时候已经是十月份了，网飞也是针对这部剧做了大力气宣传，网上经常能看到那个形态诡异的机械巨,1,,0回应
三疊紀,推荐,2021-10-17 00:30:38,人性永遠是經不起推敲的,最近爆火的網飛劇集，趁著週末一連刷了全片，觀感真的太爽太刺激了，前期一點也不拖泥帶水，第一集直接進入正題玩遊戲射殺兩百多人，死去的每一個人都是一億獎金，只有活到最後的人才能拿走累積的所有獎金，這是一場以血和淚來進行交易的遊戲。人類在面臨巨大的威脅面前會本能,,,0回应
Sun,还行,2021-10-16 17:03:47,被炒起来的鱿鱼与资本的游戏,据说是登上70多个国家的热门榜单的“鱿鱼游戏”终于看完了。以韩国电影电视工作的发达程度，拍出这样的水准应该是情理之中，再加上有网飞大佬的加持，轻轻松松就被炒起来了。电视剧同款的文创服饰也成了热门，这也就是一场资本的游戏。按照剧情的发展，应该会出第二季，可以以,,,0回应
D野千寻,力荐,2021-10-16 18:10:44,分集短评,E1一二三木头人开场上规则，主角背景介绍人物铺垫完平滑过渡游戏实战，温柔的经典华尔兹舞曲配升格血腥画面的招数这里用得也蛮合适，只是无法直视的歌又多了一首最近很爱的《flymetothemoon》。E2地狱我觉得1号会投继续，第一个游戏只有他是抱着玩游戏的心态在玩，没有,2,,0回应
苏泊云,暂无评价,2021-10-16 18:14:38,理解了投机者的逻辑，就能理解男主所有被诟病的选择,看评论对男主的声讨主要在于对待母亲和女儿上，最大的争议有三点：1）抛下病重母亲重返游戏，回来母亲已经孤独死去，是不是极不孝；2）不接受女儿继父给母亲的救命钱，反而打人家，是不是极不理智；3）你对自己母亲尚且如此，有什么资格指责推人致死的男二，是不是极虚伪。说,1,,0回应
烤焦的面包,力荐,2021-10-16 17:37:49,不谈人性，只谈人物,你永远赚不到超出你认识范围外的钱，当一个人的财富大于自己认知的时候，这个社会有100种方法收割你，直到你的认知和财富相匹配为止。在最近的聚会中我向哥们推荐了这部爆款剧，他问我是不是棒子拍的（因为他知道我是极端的辱法辱韩），我说是，但是如果这部剧是有456名韩国人,,,0回应
林深知鹿,推荐,2021-10-16 00:22:08,《鱿鱼游戏》：全员恶人、丧到极致、人设崩坏，爆火的“网红”剧,《鱿鱼游戏》：全员恶人、丧到极致、人设崩坏，爆火的“网红”剧没有人可以拒绝孔刘的邀请。李政宰孔刘李秉宪，就这个阵容，他们几个人就算只是干坐在那一整天，啥也不做都好看。女主酷、冷、飒、拽、A（郑浩妍凭借该角色一周增粉1700万，成为LV代言人）这个十一假期，《鱿,2,,0回应
