,user_name,reviews_title,user_reviews,rank
1045,sethrbingham," Captivating
","One of mind blowing web series available on Netflix. Just unpredictable , loved it.",10
1046,plentyofkissing," A bit of intense hunger games feel
","Unreal, fanciful and really te waiting especially last 3 episodes.. 👎",8
1047,excelor_xl," overrated as expected for a high scored series
","Love each episode and the stories and performance of the acter and actresses. The show is a projection of life's absurdity, ambiguity, and desire. In general, It is a reference to humanity and our daily life. I highly recommend movie lovers to binge watch it with their loved ones. My husband had a doubt about the show when i first asked him to watch, and gladly the show proved me right. It was a splendid watch! It made me promise myself to watch more Korean movies. 😅",10
1048,yamenmclovin," Exhilarating
","Squid Game perfectly illustrates the animalistic nature of human desperation. Each game presents its contestants with a challenge makes them question their morals for the sake of their own survival. Had me at the edge of my seat the entire time, would love for the series to receive a season 2.",1
1049,onur_xkhan," Great show excellent costumes horrible VIP acting!
",Very good story and acting. The VIP's were a bit excess tho.,10
1050,ruhlandethan," Edge of your seat every episode!
",NAN,10
1051,thebratz-91971," Boring
",Nothing crazy the ending was pretty alright. I enjoyed it but people are going way too crazy over it. Most characters I just didn't really connect with and a lot of things were very predictable.,8
1052,barrys-2," Great set design, but not much else
","Enjoyed a lot of it but..
It was predictable for the most part which is fine in most cases but I think a better plot twist at the end could've improved it. Also the Vip thing was weird and disappointing, the acting on them was... Pretty self explanatory.... Most characters were written quite well which I liked.",1
1053,sarahlandsn," How can we multiply these filmmakers?
","Binged it in 2 days..just couldn't get off my chair ! It's addictive.... Many life lessons and harsh realities around how 'money' manipulates our whole life, expressed in a simple way.""Those who have too much money and those who have too less are both in the same boat....""",4
1054,mamoizelle," Squid Games plot holes are still bothering me
",I feel very entertaining after saw this show.Very good web series.Thanksgiving to all team of squid game.Everyone should watch this show.The old man done a great job in this show.,9
1055,nick_demonlover," Way overhyped
","I mean..if you have nothing else to binge watch then sure..but I found myself fast forwarding the show because it was excruciatingly slow. Also, extremely predictable and no surprises anywhere...what's the hype all about?",10
1056,damsous," Typical overhyped netflix show
",NAN,8
1057,reazrahmanxd," I never thought I will end this series in one day
","I would recommend you guys to watch the series although there are some problems.The first six episodes were really good and I was also amazed by the series, but starting from the 7 episode the series goes downhill too deep.Although some might feel it's a cliffhanger ending its really not the old man being the host was kind of predictable and totally did not shock me.And about the guy not entering the plane doesn't make sense to me at all.",3
1058,kikessandoval," Amazing Story Lines, Bad Characters, Bad Ending
","In fact, I don't understand why there is so much hype about him, this is just a Korean series on netflix, and it has become most popular because of all sorts of parodies of it, and fashion games based on them (Roblox, Minecraft, etc.) and lately everything has become popular because of Korea as the same BTS (which I hate khem) but the series itself did not hook, watched one episode and forgot.",10
1059,habibjedly," Great work
",NAN,1
1060,robertomedem," Great show, terrible ending
","Well, it´s not the type of series that I used to watch but This was good.",10
1061,hettichsjulian," Well made show but...
","Ep.2 & 6 are easily the top tier episodes. They built tension and characters right. It's a great story. Easily ""A"" tier series until..... The ending.YES, Great story telling, the tension and flow and ALL THEY HAVE TO DO IS TO STICK THE LANDING RIGHT and it FAILED. Resulting into a dragging episode and an 8 episodes wasted. I also have to mention ep.4 "" Rumble at night/ lights turn flashing"" scene, it's a bad idea filming against the light or in a dark area, let alone filming with flashy lights (hahahah). It's an unspoken rule but important, I nearly puke and I didn't know what is going on at that scene. That scene is bad but not as TRASH as the ending. Still, I enjoy the series but the ending makes me feel I wasted a cry at episode 6. And BTW, VIP's = CRINGE.",9
1062,efrigcom," What's the hype about - it's absolute rubbish?
",This show was amazing...What the beautiful show understand ing and the game of the people money playing game and earn money...And money this show was good in this game show...Good acting good camera work good direction.,9
1063,bs-22489," bloody series
","I enjoyed the suspenseful ride and twisted concept of the series! Actor HoYeon Jung stood out most to me; especially after finding out it was her acting debut. Death scenes in this show comes by form of execution, which was almost too much to watch at times. Show lacks no detail within the games facility and does a great job of forming bonds and friendships in such a doer situation! Only thing I wish for was a ending that brings actor Lee Jung-jae closer to his family (daughter) at the end.... More than just a phone call was needed after leaving her standing in the rain like that 😠. Overall great show, great acting, great concept, season 2 worthy Netflix!",9
